compo	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022		
AlCHISm																											2		
BCHNOSiSm										2					3		2				1								
CaLaMnOTb	6	1	3	6								1				1													
GdGeNiSi												1																	
OPrSnZr																													
FeOTbY												2																	
BaMnOSmSr				2					1																				
DyLaMoOSm																													
GaMnSnTb							4	1																					
CuGdKTe						1																							
CaOPSmSr																								8					
CClEuHMnNOPS													1																
CDyEuGdHNO																			4				4						
AsLaOW			1																										
CaLaMnOTe										5																			
CHLaOPr																			1										
CeHNSi						2																							
BCoGd		1			2		1											4											
BaEuLaOSiSr																											7		
AsFFeGdO														1		5													
DyLaMoOSr																													
BaCLuO																							1						
AgHNSYb	1																												
PbScSe											1																		
CaLaMnOTi	7	2	3		7			1	6				5										6						
AuCHNOSmTb																						2							
CClDyEuHNO																								1					
CoOSrTb										1															1				
CeFGd																													
BrCHLaNOReSe											1																		
HfNbNdOSnTiZr																										1			
CaLaMnOTl								3																					
CaLaMnOTm		1																											
AuBCPrPt																													
CaClCuEuO																													
CaEuLaOPZn																											1		
BaHoOZn																													
GaMnSnTm							17	1	1	5																			
BiCeKNaOSrTi																													
PtScZn																		1											
BaHoOZr						1	1							1															
CHLiNOTbW																					2								
AgGeY	1																												
CeCuMnOTi																										1			
CeCuInLa				5															10										
CrGaNaNdOPSr																													
CoOSrTm									1		3	1																	
GdGeHSc																							1						
CClCuHNOSc																							1						
ClInLaOTa																													
BaCuLaORu					4																								
CuEuFeOSr												3																	
BaHInLaO																									1	5			
CClCrHLaNO																		2		1									
BrCHLaNNaO			1																										
EuNNaORb																	1												
BErNi							1		6									1											
GdGeHSi									5																				
MoNaNdOY																							1						
DyHIMoO																								1					
CCuFeHNOSm																				1									
CHIKNdOSi								1																					
ClOPrSb																1													
CFeNNbSm		1																											
CHNNaSiY																							1						
AlBRhSc						1																							
CHNOSeTmW																									1				
CClCuHNOSm			1			1		2	2	2	1	2					1			3	1				1	1			
NSTb											1																		
CaCuNbOSrTlY																													
ClOPrSe								1																					
CCuHOPr					1				1										1										
CrNdOReSr												4																	
AlCaCeNOSiTb																					6								
BCCrFeNd	1																												
CuGaNdOSr		1																											
HInOSc																													
GeKOTb													1									1							
CoCuGdORuSr									3																				
InSTlY											1																		
SbYYb																													
AgNdOSeSm					1																								
CClFHNOSbSc															1														
CrOScSr																											6		
AgSbY																													
CClHNNdOPS																					2								
KLaOPRb			2																										
AgCuLaOSTi																								1					
BBaClEuO																													
CDyHNOReTe													1							1									
BiLaMnNbO																									1				
BiCeMoOPr																													
FeLuOY																													
CoFeGdGe							3																						
FLaNbOSe																													
InLuMg									1																				
CsDyHfMoO																											1		
HoOSrWYb																										6			
CGdHOPtS																						3							
CHINSYb																									4				
CHNdOPRh																													
DyEuGdHoLaOZr																											1		
BiDyOSrTi											4																		
BCaOYYb						2	1																						
BErOSb															5														
CFHLaNOPSi																										2			
CCrHNOY														1						1		1	2	1			2		
CGaHOY																										1			
BCClFHLaNOS						1																							
CaLiOPrTe																													
BaCuErHoO																													
GeLaRh																		1											
InLuMn										1		1																	
LaNaOTbV																											6		
BaCuEuNiOPr															1														
BHNaY																					1								
CFeHNNaOPPr																											1		
LaNaOTbW																							1						
CeCoHNOS																													
PtSiYb														1	1	1		1						6					
CCuFHNOPSm						1											1					2							
CDyHKNNaOPW																					2								
AgCeCuSb	1			2			4																						
BaGaLaOSi				3																									
EuMnNaO																						2							
AsCHLaNSe															2														
AgCeCuSe															3														
BaBrCuLaOY																													
BaErNbO				1							1								1										
ErNaOWYYb																	1							10					
CHNdOPRu												1																	
CDyHLuNOSiW																		1											
AsBaOPrTh				1																									
BaBiFKOSc																										5			
CDyFHNOSZn																			1	1						4	14		
ErHMoO																						1		1					
CaLaLiOTaZr																						1	7			8			
MoORbTmZr																											1		
BEuNO																		1											
BErOSr													1					1											
BaSeYb														1															
DyEuKOTi																													
CCdHNOSY											1																		
CCuErHNOP																				1									
GeLaRu	1				1																								
CeFHN		2														1			1										
BaCuTeYb				1																									
CeFHO																			1						2				
MgNiY			1	4	1		3		1				2		1	1		1	1			5							
BaClY																													
CCoHKLuNOP																													
AgCeCuSn																													
BFeHNdSc																													
CCuErHNOS													1							2			1						
CsErNTe																													
BaBiLaOTi	8							2							7														
CdPdPr												1																	
CClDyHNaO																				1						4			
BCoHY	1	3																											
CaDyGdOSi															5														
AlCoNiScY								1			1																		
CClCrHNOYb																		1		1							1		
GdGeNiTb												8																	
AlCaErOSi	4					1					7																		
MnNdOZn						1																							
BrCuLaOTa						1																							
BFeHNdSi				2			3																						
BiGaOPbTmYb										1																			
