compo	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022		
BrCGeHNPt	1	1																											
CGaINS																													
CCoNbS																													
AuCClHIrNOPS								4																					
CGaHRhZn														2															
BCDyRh		1																											
CCoDyHNOPY																					2								
COOsSeTe					1																								
BCClHHgPRu					6																								
AuCClFHOPPdPt														1															
CCeHHoNO														1										1					
AuBCFHINO																										2			
AsCHInLiO								2																					
BaCClHNaNiOP																													
AuBCFHINP																					1					2			
CCuFeGa																		3											
CCuFFeHOSSiTi					1																								
BrCHRhSb			1		2			1																					
CClHHgNPPt																				1									
CFeHNiOSSe																						2							
CClHINNbOPSi							1																						
BCClHHgLiO																													
CCuFeGd	2																												
BrCHRhSe																													
CGaHNZn												2			1	2		1									3		
CCa	2	1	3	2			6	4	3	1				4	1	31					3								
BrCClHNPW																									1				
CClFHNNaOPRe										1																			
CCd											2			1															
CCe	1				5		1	1				2	1		1														
CClFHNNaOPRh									2																				
CHNRuS	15	42	9	21	34	8	13	44	73	30	39	25	78	52	28	41	81	43	18	15	33	12	9	13	27	16	14		
BCHOPPtS			3							2					3		1		1	1	4						1		
CClHMoSTe					1																								
BeCFHNOS																					1				1				
CHNRuW				2																					4				
CCuGeHNOSnW																			1										
BCHNOPbSi																							1						
CClFeHNNaOP						1																					5		
CHNOReTbTe													1							1									
CClCoHLuNO					1																								
BCHHfOSi								2																					
CClHMoSTi																							1						
CCm									2																				
BrCClHNPb																											1		
CClFeHNNaOS	1						2		1					2	2	1	4			1	2				3		1		
CCo	1	1		5	5		11	1	2		9	10	8		4	1	2				2								
BrCClHNPd		3	2	2		3	4	2	4	2	4	1	3	6	2	3	14	13	18	15	3	13	13	19	4	6	6		
CKrN							2																						
CCr		4	1	3	2	1			23	2	9	2	2	1	56	1						5							
CKrO	14					1				3		1		1															
CCaFHNOP																	1							1					
CClFHNNaOPRu								1																					
CCs	3			10	1				1			5	15																
CHKNOPdSb																						2							
CClFeHSW																													
CCu		1	3		1		1	11	3	8	3	2	27		1														
CCaFHNOS																						1		1	1	4			
CHKNOPdSe						5				1																			
AgCClFHIrNPSb																						1							
BrCHMoNOPS		6																		2									
CClHNOsRhSb									1																				
CGaHHfNO																		2											
CHKNOPdSn												1	1																
CClFeHSb			4		1					2	2							2									1		
AlCCuHMgO										5								4											
BrCClHNPt				1		2				2	1	1	1	5	8	2	7	8	5	5	8	6	5	4	6	4			
CFHIIn			1																										
BCHMgOSi	1			6	3					1																			
CFeHIMoOPS				4																									
BrCHNOReSb										1																			
CNTeW				1	1		1			1																			
CClFeHSe																													
AgCHNOSTe									1																				
CCuHOP	8	11	3	15	9	3	5		12	10	6	6	4	13	21	10	1	15	5	5	5	9	10	9	3	6	5		
BrCHNOReSe			1							1				1											1				
CFHIIr															7							1							
BCHMgOSm															1														
CClFHIrOPSSi							1								1				1										
BCCoFHNOP	1	2	7	2			1			2	2	2		2	2		3	10	12	2	5	6	2	5	16	7	11		
BrCHORhSSb						2															2								
CCuHOS	6	4	7	2	11	4	7	7	22	11	6	18	1	9	6	2	6	1	11	4	3	8	4	7	5	4	11		
CClFeHSi	4	7		1	9	7	2			1		1	2	3		1			2	8					4		1		
AgCHNOSTi							1																						
CFGeK																													
BrCHNOReSi			4		1										1				1				1						
CCuHOU																													
CCuHNPRuS													1																
CGeHOPtRu								1																					
BCCoFHNOS		2	1		2	2	10	1	4			2				5	20	1	1	1	3	4	32		6	7	3		
CCuHOV																													
CHMoPRu						1																							
AgCHNOSTl								1																					
CCuHOW																													
BCCoFHNOU														6															
CClFeHSn				4			2		3		1		1		1					1									
BCCoFHNOV																									4	2			
CClHIMoNOSb																													
CClFHIrOPTe															4														
CFHLaNNaO											1				1		2												
BrCHLaNOZn																								2					
CCuFFeHOPSe													2																
BrCHNOReSn																											3		
CHINNaYb					1																								
CHOPWYb							1																						
BCClHNOPRhS											4	1		5	8		1	1	3										
CFHMoPS		1						2			1				1	1	4	1						2					
BCClCuFHOPSe												1																	
CCsHOPRuW										1	1			1			1												
CGdHOSi				2				1	1						1	1											1		
CClHNOPSSiZn															1			1											
BCClHNOPRhW									1													1							
BCClHMnNOPS																						1							
CHRbZn							1																						
BaCHNSiTi							1																						
AuCFHNOPSSb																			1					1					
BCClCuFHOPSn																		1											
CClFGdHNORe							1					2																	
AlBrCFHSi																													
AuCFHNOPSSe						1										6													
BaCNOSiY																							1						
AsCClFeHOSSe																								1					
CCuFeHPPt							1																						
CHOPPdSeSi															1														
CFeHOSbW																													
CGeHIrNO						1																							
AuCFHNOPSSi			1								4										1			2		1			
CHNOSSiZn	4					5		3	6	2			5	13	2	3	1	1	6	6	2	8	7	4	4		2		
AsCHNbO																					1								
AgCClHOPtS						1																							
AsCHNbP		1																											
CClHSeV														2															
CClHSeW						1																					3		
BrCClHNOPPdS							1																	1			3		
CFHSeSn			1						1																1				
CHNOSSiZr															2														
AsCHNbS																	3												
CCdHIPS																													
CCaClHNNaOS																					1								
BrCClHNOPPdW												1																	
AgCFGaHOS														1												2			
CClHIrPRhSi																2													
CHNYbZn																	1												
BCFHOReS					1														1										
CCuFeHN			2	3	3	3	1	8	11	2	2	3	2	6	3	25	2	4	5	7		5	3				5		
CCoGeMn															1														
CCuFeHO				3		4					2	2			4		1	6	3	3	9								
CClHHoNOSi																									1				
CCuFeHP				4			1	1			1		1				1	1				1		1	1		2		
AsCFHInNO																								1					
CCuFeHS			1									1	6									1							
BrCHOsPSi						1			12									2											
BrCHIIrNP																		1											
AgCHIrNO													1			1		2			1		1						
BCClHNPPd	1		1			3			1			1		3			1					8	1	12			4		
CGeHNbOPSi																						2							
AuCClCuFHNOP												4												3					
CCoHMoNOP							1	4	2	1	2	3	3				2	2			2	1	2						
BaCCuLiO																													
CHNNiOSiW									1	1	4	2	2		3														
CCoHMoNOS		7									7											1			1				
CFHNRhRuSSb		1																											
BrCClHLiMgOZn																													
AuCFHINO		2																						1					
CCoFeHHgNOP		1																											
AuCFHINP														1				3			6		1	1	1	3			
BrCFHINOZn																							1						
CCoHMoNOW			1																										
CCoFeHHgNOS																													
CClFFeHNOPRbS																						1							
ArBeCF																													
CFFeHNNdO												1																	
BCClHNPPt			1			1				1		4		4				1	1		1		3	2	3	5			
BBrCHLiMgO									1																				
CHNPbRu			1																										
BCCrHKNO											2			2															
BBrCCoHRh												1																	
ArBeCN												1																	
CClFFeHMoNO											1																		
CCuHOPS	1	2		6	4		1		3	4	14	1	7	1	6	2	7	3	6	1	3	12		13	12	1	5		
CFHMoNOPPd														2															
CHILiNNdOSi														4															
CCuHOPW	1			1					2			2		1				2											
CHMoPSW												2																	
BCHYb					6							2										2		1					
BCCuFeHfPSi																										1			
CGeHSSiSn								2																		2			
BCHLiOYb					5																								
CClCsCuHNO																		1											
CClCsINReSe																													
BCFHNNaSi																					1								
BCFHMoNRhS										3																			
BCClHPRuSSi																						1							
CHILiOSiYb																													
AuCClHInP																1						1							
AlCGaHMoNaO				1																									
BCFHNOPSiZr																		2	2										
CClFHNRuS							1				1					1			2	5	1	3	3	2		3	2		
CHNOSiYb		3	1	1	4	8	8	5	6	1		12	11	14	5	7	9	17	13	19	4	12	9	7	8	7	5		
BrCFMnN										2																			
BiCGeHKNO							2															2							
AuCFOPS																													
CClFHNNiOSYZn																								1					
CFHMoNOPPt	3												1																
AgCFHNOPPtS		3	11					2							1			1						4		3			
CCuHOPd											1			4		4						1	1						
AgCClHMnNO																							1						
CDy		2	1								1																		
CHMoPSe		3									1		3		1				2		1								
CFeHLuMnNNaOSiW																										1			
CFHKNORuS																						2							
CCuGeHKNO															2										1				
CClCuHNiO																						1							
CHMoPSi		3	2			1	2	3	13	7	1			3			7	2	8		1		2			1			
CClFHHgMnOPPtS						1																							
CClCrFHMoNOS																											1		
CClFeHTa																													
CFFeHMnNOP		1	2		1			1	1				1			1	2	1						2					
AgAuCHIOPPt					1																								
CHMoPSn																				1									
CClFeHTe																			1										
CFHNOsP	24	8	5	14	11	8	2	11	3	14	18	12	9	15	11	3	8	33	12	16	12	4	17	11	13	8	22		
BrCFHNOPReRuS																									1				
CCoHIrNNaOS																													
CFFeHMnNOS																		1				6	8						
CKNNiPd															1														
CCsHNdO																													
CClFeHTh																													
CCuHPS		2	7		2	1	4	1	12	3	19		6	3	3	8	4		14	6	6	3	2		4	2			
CClFeHTi					2									4									1						
BrCFHNPdSb																													
BCCoFHOPRe					1																								
CCuHOPt																									1		1		
BCCoFHNPS	2	6	3			8	1		2		2						4								2		1		
CGeHNOPRe																													
BCCoFHOPRh																													
CClFHLiMnNO																				1									
CGeHNOPRh																											3		
BCCsHORe														4															
CGdHOTb																		1											
CClCoHINPZr														5		3		1			2								
CFHPtS			4			1						1		3					4										
CFFeHMnO						7	3									2					5		1				1		
CFFeHMnP							1																						
CFHNPSnW								1																					
BCHKNRuS					1																								
CKNNiPt															2														
CGdHOTi																						1				2			
BCCoFHOPRu		2	6		1																								
AsCHOPSeU																										1			
AlCHNSnYb																	1												
CClFHNOPPtYb												3	1	1															
CGeHNOPRu				2															2										
CFHSeTa																													
CClHOPTbTi																									1				
BCClHMgNOs						1																							
CHOPWZn																							1						
BiBrCHOSVZn																								2					
